Area Code,Day Mins,State,Prob,Eve Mins,Population variance of CustServ Calls,Population variance of Intl Mins
510,128.5,NY,2.220446049e-16,163.7,0,0
415,123.2,NY,0.932632752,190,0,0
408,122.3,NY,1,118.8,0,0
415,122.2,NY,0.011393794,167.2,0,0
510,115.7,NY,2.220446049e-16,127.8,0,0
408,115.6,NY,7.246205063e-12,237.7,0,0
510,109.8,NY,2.220446049e-16,420.1,0,0.160000000
510,89.5,NY,2.220446049e-16,180.8,0,0
415,88.5,NY,0.001297207,178.8,0,0
510,70.7,NY,2.220446049e-16,211,0,0
408,61.6,NY,1,77.1,0,0
510,345.3,OH,1.000000000,203.4,0,0
415,337.4,OH,0.744560835,227.4,0,0
408,274.6,OH,0.096767986,161.1,0,0
408,256.4,OH,0.934507660,273.9,0,0
408,254.7,OH,0.985450249,252.2,0,0
415,245.7,OH,0.258829857,241.9,0,0
415,235,OH,0.088356988,183.3,0,0
415,232.8,OH,0.114078911,183.5,0,0
510,227.9,OH,8.698926859e-11,207.5,0,0
415,227,OH,0.115114417,258.7,0,0
415,220.1,OH,0.078721179,222.2,0,0
415,219.9,OH,0.116049852,208.5,0,0
510,219.4,OH,8.233294929e-11,180.5,0,0
415,218.8,OH,0.363203112,242.8,0,0
415,217.1,OH,0.099180239,220.8,0,0
415,204.7,OH,0.053867346,209.4,0,0
415,199,OH,0.045741281,291.3,0,0
415,197.6,OH,0.018445326,164.5,0,0
408,196.8,OH,0.247352983,168,0,0
510,194.1,OH,1.956887929e-13,227.2,0,0
415,193.6,OH,0.080348462,148.7,0,0
408,193.4,OH,0.041647717,116.9,0,0
510,193,OH,2.220446049e-16,89.8,0,0
415,191.5,OH,0.005683673,175.2,0,0
415,191.3,OH,0.154557311,250.7,0,0
408,187.9,OH,0.020046586,157.6,0,0
415,187.8,OH,0.070211426,154.6,0,0
415,183.4,OH,0.106016749,242,0,0
408,183.4,OH,0.034628550,141.9,0,0
415,182.9,OH,0.014562036,292.4,0,0
415,181.3,OH,0.007680877,182.4,0,0
415,170.5,OH,0.051819396,254.3,0,0
408,165,OH,0.116620288,202.6,0,0
415,161.6,OH,0.022224157,195.5,0,0
415,160.3,OH,0.004874702,202.4,0,0
510,159.7,OH,2.220446049e-16,168.8,0,0
408,159.5,OH,0.041629527,247.1,0,0
415,158.6,OH,0.005623876,220,0,0
510,153.9,OH,2.220446049e-16,220.1,0,0
510,153.3,OH,2.220446049e-16,224.5,0,0
415,152.3,OH,0.291284736,267.5,0,0
415,150.6,OH,0.003865710,301.5,0,0
408,147.2,OH,6.656459232e-06,161.9,0,0
408,144,OH,0.480097831,181.6,0,0
510,143.6,OH,2.220446049e-16,134.3,0,0
510,143.5,OH,8.061043297e-12,242.6,0,0
415,143.1,OH,0.024858103,236.6,0,0
408,139.6,OH,0.000386033,240.9,0,0
510,138.9,OH,2.220446049e-16,211.6,0,0
415,135.2,OH,0.009492192,242,0,0
415,125.7,OH,0.036173357,275.9,0,0
408,117.8,OH,0.760981723,199.2,0,0
415,114.8,OH,0.004458066,81.9,0,0
510,111.1,OH,2.220446049e-16,217.9,0,0
415,106.6,OH,0.006160058,284.8,0,0
415,106.4,OH,0.003955773,108.1,0,0
408,105,OH,0.237886258,251.6,0,0
408,91.1,OH,0.001989953,179.3,0,0
510,329.8,OK,1.000000000,208.3,0,0
408,288.8,OK,1.000000000,175.9,0,0
408,273,OK,2.722369671e-11,215.5,0,0
415,269.7,OK,1.000000000,207.6,0,0
415,260.4,OK,5.851119432e-11,146,0,0
415,253.1,OK,1.633274987e-11,210.1,0,0
415,243.9,OK,2.220446049e-16,133,0,0
408,237.1,OK,4.478852912e-12,205.6,0,0
408,229.3,OK,3.045480627e-13,177.4,0,0
408,214.7,OK,2.220446049e-16,158.6,0,0
415,213.8,OK,2.220446049e-16,265.1,0,0
408,209.6,OK,2.220446049e-16,228.8,0,0
415,208.3,OK,2.220446049e-16,236.7,0,0
510,206.7,OK,5.505236714e-11,174.6,0,0
415,206.3,OK,8.215207570e-12,148.6,0,0
415,205.2,OK,2.220446049e-16,99.5,0,0
510,203.4,OK,4.022818654e-12,182.9,0,0
415,203.1,OK,2.220446049e-16,217,0,0
415,201.3,OK,1.222236877e-10,42.2,0,0
415,198.7,OK,2.220446049e-16,249,0,0
510,188,OK,8.553258258e-12,90.5,0,0
510,180.9,OK,2.220446049e-16,194.9,0,0
415,179.2,OK,2.220446049e-16,283.3,0,0
408,176.8,OK,2.119828923e-11,195,0,0
510,176.3,OK,1.475772768e-13,93.4,0,0
408,175.4,OK,3.612442141e-11,155.3,0,0
510,169.3,OK,2.220446049e-16,225.9,0,0
415,166.7,OK,2.220446049e-16,148.3,0,0
408,166.4,OK,2.220446049e-16,317,0,0
415,166,OK,2.220446049e-16,74.6,0,0
415,164.9,OK,2.220446049e-16,126.5,0,0
415,164.2,OK,2.220446049e-16,196.2,0,0
510,162.4,OK,1.000000000,167,0,0
408,162.3,OK,2.220446049e-16,213.7,0,0
510,155.2,OK,2.220446049e-16,268.3,0,0
510,138.4,OK,1,158.9,0,0
415,134.7,OK,2.220446049e-16,180,0,0
415,128.7,OK,2.220446049e-16,240.8,0,0
415,121.1,OK,2.220446049e-16,216,0,0
415,116.9,OK,2.220446049e-16,232.4,0,0
415,104.9,OK,2.220446049e-16,237.6,0,0
408,65.4,OK,2.220446049e-16,168.2,0,0
408,61.6,OK,2.220446049e-16,255.1,0,0
408,47.4,OK,2.220446049e-16,167.8,0,0
510,2.6,OK,1.581052191e-12,254,0,0
415,324.7,OR,0.202124193,236.4,0,0
415,263.8,OR,0.999848548,251.3,0,0
408,261.2,OR,1,250.8,0,0
510,259.4,OR,1.000000000,172.7,0,0
408,256.4,OR,1.000000000,214.5,0,0
415,252,OR,0.761269227,150.2,0,0
415,242.5,OR,0.891283959,245.4,0,0
510,240.8,OR,1.106632788e-10,75.9,0,0
415,234.4,OR,0.639830081,279.3,0,0
415,234.2,OR,0.037288270,216.7,0,0
510,233.8,OR,8.360536135e-13,266.5,0,0
510,232.1,OR,6.256133477e-12,210.8,0,0
408,226.5,OR,8.640386324e-11,152.1,0,0
415,221.3,OR,0.047987552,167.6,0,0
408,219.6,OR,2.220446049e-16,210.4,0,0
415,216.6,OR,0.001876324,190.8,0,0
415,215.4,OR,0.529600522,204.8,0,0
415,213.7,OR,0.191219082,253,0,0
510,213.5,OR,2.220446049e-16,166.6,0,0
415,211.2,OR,0.832658354,312.5,0,0
415,208.8,OR,0.088558255,132.9,0,0
415,207.8,OR,0.006678341,123.5,0,0
510,206.2,OR,9.052825744e-12,164.5,0,0
415,204.6,OR,0.252491613,212.5,0,0
510,203.7,OR,2.220446049e-16,216.4,0,0
510,199.6,OR,2.220446049e-16,214.3,0,0
408,196.6,OR,2.722792779e-11,170.2,0,0
415,196.5,OR,0.046861742,190,0,0
408,196.1,OR,2.707326023e-13,236.8,0,0
415,194.8,OR,0.004436836,235.3,0,0
415,194.4,OR,0.435325225,186.7,0,0
510,194.3,OR,2.220446049e-16,243.2,0,0
510,192.8,OR,2.284261126e-11,177,0,0
510,191.9,OR,6.417171191e-11,206.9,0,0
415,190.6,OR,0.004120638,161.7,0,0
415,190.4,OR,0.134852353,317.5,0,0
415,188,OR,0.072477196,151.3,0,0
415,184.8,OR,0.001489637,216.4,0,0
415,176.2,OR,0.004519706,145,0,0
510,171.7,OR,2.220446049e-16,144.5,0,0
415,167.6,OR,0.011411212,176,0,0
415,167.5,OR,0.008408722,242.1,0,0
415,161.1,OR,0.001048765,198.8,0,0
415,159.8,OR,0.003349913,210.1,0,0
415,157.4,OR,0.259805115,117.9,0,0
510,156.4,OR,2.220446049e-16,233.4,0,0
408,149.8,OR,2.220446049e-16,180,0,0
415,146.5,OR,0.004783575,246.4,0,0
415,146,OR,0.000259478,203,0,0
415,143.8,OR,0.016903185,184,0,0
415,142.9,OR,0.000473495,177.9,0,0
510,141.3,OR,2.220446049e-16,134.9,0,0
510,135.9,OR,2.220446049e-16,271,0,0
408,128.5,OR,2.775198325e-11,188.4,0,0
415,120.9,OR,0.002605514,235,0,0
408,120.9,OR,4.441421290e-11,213,0,0
415,120.3,OR,0.491263344,240.4,0,0
510,119.4,OR,2.220446049e-16,273.3,0,0
415,118.6,OR,0.000174234,199.6,0,0
415,116.8,OR,2.176933940e-05,178.9,0,0
415,113.2,OR,0.000400611,185.5,0,0
415,111.6,OR,1.830340462e-06,213.3,0,0
415,111.2,OR,0.012271824,122.1,0,0
415,105.4,OR,1.873223058e-05,214.8,0,0
408,98,OR,2.220446049e-16,240.7,0,0
408,96.5,OR,2.220446049e-16,145.8,0,0
408,87.6,OR,2.220446049e-16,262,0,0
408,84.9,OR,2.220446049e-16,257.5,0,0
510,51.8,OR,2.220446049e-16,230.2,0,0
415,12.5,OR,1.026193091e-06,256.6,0,0
408,288.7,PA,6.169342764e-09,203.8,0,0
408,287.1,PA,1.000000000,159.3,0,0
415,268.3,PA,1.000000000,185.5,0,0
408,262.8,PA,6.086798931e-10,215.8,0,0
408,260.1,PA,0.914510571,256.5,0,0
415,255.8,PA,3.752258387e-10,142.7,0,0
510,231.8,PA,1.721768421e-11,150.6,0,0
415,230.9,PA,0.999999999,243.2,0,0
510,230.7,PA,2.220446049e-16,256.8,0,0
415,228.2,PA,1.328928430e-10,263.7,0,0
415,224.2,PA,9.586194956e-10,189.6,0,0
510,218.2,PA,5.706012986e-12,169.3,0,0
510,217.1,PA,2.220446049e-16,205.2,0,0
415,206.6,PA,2.220446049e-16,224.9,0,0
408,205.3,PA,0.140956219,240.5,0,0
415,205.1,PA,2.220446049e-16,160.5,0,0
415,193.7,PA,2.220446049e-16,186.6,0,0
510,179.5,PA,2.220446049e-16,162.3,0,0
510,170.7,PA,1.091095853e-10,109.9,0,0
415,169.5,PA,2.220446049e-16,112.9,0,0
415,168.2,PA,2.220446049e-16,161.7,0,0
415,167.4,PA,2.220446049e-16,233.2,0,0
415,155.2,PA,2.220446049e-16,244.5,0,0
408,151.1,PA,0.152635767,194.8,0,0
510,149.4,PA,3.222288029e-11,123.9,0,0
510,146.5,PA,2.220446049e-16,169.9,0,0
510,145,PA,1.000000000,294.3,0,0
408,144.4,PA,0.147619765,264.6,0,0
415,143.6,PA,2.220446049e-16,141.8,0,0
408,133.7,PA,0.204028270,187.8,0,0
408,125.7,PA,0.440249409,207.6,0,0
408,112.8,PA,5.342502002e-10,156.7,0,0
510,109,PA,1,259.3,0,0
408,105,PA,0.999999997,180.6,0,0
408,102.1,PA,7.086102403e-12,219.5,0,0
415,35.1,PA,2.220446049e-16,180.8,0,0
510,286.2,RI,0.943264283,187.2,0,0
510,259.7,RI,0.127854906,152.7,0,0
408,257.7,RI,2.220446049e-16,162.1,0,0
510,255.9,RI,0.561639911,140.9,0,0
510,245,RI,0.211471906,265,0,0
415,241.7,RI,7.884924083e-12,168.5,0,0
415,235.1,RI,7.884924083e-12,196.8,0,0
415,229.4,RI,7.884924083e-12,214.1,0,0
415,226,RI,7.884924083e-12,248.5,0,0
510,225.8,RI,0.248801622,193,0,0
415,221.9,RI,7.884924083e-12,254.7,0,0
415,218.7,RI,7.884924083e-12,163.4,0,0
510,217.2,RI,0.542180276,246.7,0,0
415,215.5,RI,7.884924083e-12,161.9,0,0
510,211.9,RI,0.165313118,215.1,0,0
415,209.9,RI,7.884924083e-12,158,0,0
408,207.6,RI,8.994095762e-12,152.7,0,0
510,204,RI,0.151526771,168.5,0,0
415,197.2,RI,7.884924083e-12,211.7,0,0
510,194.4,RI,0.014838776,438.1,1,0.010000000
415,190.5,RI,7.884924083e-12,178.4,0,0
415,187.7,RI,7.884924083e-12,163.4,0,0
415,184.4,RI,7.884924083e-12,203.8,0,0
510,180.8,RI,0.004559947,288.8,0,0
415,180.5,RI,7.884924083e-12,230,0,0
415,171.1,RI,7.884924083e-12,257.2,0,0
408,170.4,RI,1.000000000,350.5,0,0
415,168.6,RI,7.884924083e-12,298,0,0
408,163.1,RI,6.193468139e-11,291.7,0,0
415,161.5,RI,7.884924083e-12,214.2,0,0
408,160,RI,1.208217685e-11,215.3,0,0
408,147.9,RI,1.235708302e-11,228.4,0,0
415,143.3,RI,7.884924083e-12,180.5,0,0
415,141.7,RI,7.884924083e-12,205.6,0,0
415,140.1,RI,7.884924083e-12,223.4,0,0
415,139.5,RI,7.884924083e-12,289.3,0,0
510,137.4,RI,0.007266486,120,0,0
415,134.7,RI,7.884924083e-12,235.9,0,0
510,134.2,RI,0.014480043,165,0,0
510,129.5,RI,0.000307957,248.9,0,0
510,127.3,RI,0.006493998,251.3,0,0
415,122.8,RI,7.884924083e-12,211.3,0,0
415,119.6,RI,7.884924083e-12,278.7,0,0
415,117.8,RI,7.884924083e-12,256.8,0,0
415,116.7,RI,7.884924083e-12,145.9,0,0
415,112.8,RI,7.884924083e-12,199.4,0,0
415,111,RI,7.884924083e-12,219.8,0,0
415,97.8,RI,7.884924083e-12,207.2,0,0
415,95,RI,7.884924083e-12,167.9,0,0
408,93.3,RI,2.220446049e-16,199.6,0,0
415,90.6,RI,7.884924083e-12,170.6,0,0
415,62.9,RI,7.884924083e-12,202.9,0,0
408,40.4,RI,2.220446049e-16,172.4,0,0
408,322.5,SC,1.000000000,204.6,0,0
510,297.9,SC,1.000000000,238.1,0,0
408,288,SC,1.000000000,255.8,0,0
510,259.4,SC,1.000000000,269.7,0,0
415,237.8,SC,1,208.9,0,0
408,237.8,SC,6.419546463e-11,223.5,0,0
408,229.9,SC,1.760723621e-11,144.4,0,0
415,226,SC,0.999999997,304.6,0,0
415,225.2,SC,1.484032756e-09,256.8,0,0
415,217.5,SC,2.220446049e-16,233.7,0,0
415,207.8,SC,1.812842601e-09,195.7,0,0
510,207.2,SC,2.220446049e-16,214.1,0,0
415,197.2,SC,2.220446049e-16,249.9,0,0
415,190.2,SC,2.220446049e-16,262.2,0,0
510,187.4,SC,2.220446049e-16,199.9,0,0
415,179.1,SC,2.220446049e-16,238.3,0,0
408,174.5,SC,2.220446049e-16,213.7,0,0
415,174.1,SC,2.220446049e-16,99.1,0,0
510,169.2,SC,2.220446049e-16,271.5,0,0
510,168.3,SC,2.220446049e-16,221.2,0,0
415,160.6,SC,2.220446049e-16,223.1,0,0
415,158.4,SC,1,188,0,0
510,157.1,SC,2.220446049e-16,172.4,0,0
415,153.6,SC,4.300213972e-10,216.9,0,0
408,153.5,SC,2.220446049e-16,251.7,0,0
408,150.1,SC,2.220446049e-16,264.7,0,0
415,147.8,SC,2.220446049e-16,276.8,0,0
415,146.6,SC,2.220446049e-16,172.8,0,0
415,144.8,SC,0.999999999,200.6,0,0
415,143.6,SC,2.220446049e-16,152.4,0,0
510,141.3,SC,2.330877008e-10,230.4,0,0
415,136.3,SC,2.220446049e-16,172.2,0,0
415,134.7,SC,2.220446049e-16,189.7,0,0
510,126.8,SC,9.053750003e-12,293.6,0,0
408,123.8,SC,1.873340415e-11,236.2,0,0
510,115.9,SC,4.483932263e-11,111.3,0,0
408,110.3,SC,2.220446049e-16,166.5,0,0
415,109.5,SC,2.220446049e-16,286.1,0,0
415,109.1,SC,2.220446049e-16,187.1,0,0
510,78.3,SC,2.220446049e-16,198.2,0,0
510,73.3,SC,1.000000000,161.4,0,0
408,52.2,SC,2.220446049e-16,220.1,0,0
408,39.5,SC,2.220446049e-16,264.3,0,0
408,29.9,SC,2.220446049e-16,129.1,0,0
510,19.5,SC,2.220446049e-16,140.9,0,0
510,328.1,SD,0.990993493,151.7,0,0
408,282.3,SD,4.741071447e-11,152,0,0
510,268.4,SD,0.698936433,222.2,0,0
415,251.6,SD,0.012816012,175.1,0,0
510,251.4,SD,0.342686155,196.6,0,0
415,247.4,SD,0.004251490,175.9,0,0
415,247.3,SD,0.003645362,182.7,0,0
415,245.5,SD,0.005970037,192.7,0,0
510,242.1,SD,0.011226295,191,0,0
415,240.2,SD,0.020668859,230.3,0,0
408,236.7,SD,2.220446049e-16,231.9,0,0
510,234.2,SD,0.963585419,293.1,0,0
415,227.2,SD,0.017099801,258.4,0,0
510,226.3,SD,0.691225003,274.3,0,0
415,223.9,SD,0.019331264,155.7,0,0
415,216.4,SD,0.007828222,249.7,0,0
415,215.6,SD,0.013040406,216.2,0,0
415,214,SD,0.011699660,180,0,0
408,209.8,SD,1.674010658e-13,194.5,0,0
510,206.5,SD,0.000741461,180.2,0,0
415,204.3,SD,0.020909456,188.8,0,0
408,200.2,SD,2.220446049e-16,118.7,0,0
415,197.4,SD,0.010543892,295.7,0,0
415,197.2,SD,0.035264506,188.5,0,0
510,196,SD,0.047442995,186,0,0
408,189.8,SD,1.000000000,123.4,0,0
510,187.9,SD,0.220571829,200.5,0,0
408,185.2,SD,2.220446049e-16,170.4,0,0
510,184.5,SD,8.070237344e-05,172,0,0
408,180.7,SD,2.220446049e-16,187.8,0,0
408,180.6,SD,1.839198822e-11,280.4,0,0
510,180.5,SD,0.026531329,224.1,0,0
415,179.4,SD,0.024130843,143,0,0
415,176.1,SD,0.041051525,199.7,0,0
415,175.9,SD,0.064541281,211.7,0,0
415,171.5,SD,0.044229751,153.1,0,0
415,168.6,SD,0.067545333,259.2,0,0
408,167.8,SD,1.658990903e-10,142,0,0
408,165.7,SD,2.220446049e-16,215.6,0,0
415,163.8,SD,0.014538348,255.6,0,0
408,163.6,SD,2.220446049e-16,283.4,0,0
415,153,SD,0.056324217,141.1,0,0
408,147.5,SD,2.220446049e-16,367.4,0,0.160000000
408,142.2,SD,2.220446049e-16,262.4,0,0
510,133.3,SD,0.000389035,184.1,0,0
415,129,SD,0.080040631,290,0,0
510,127.1,SD,0.000479801,247.7,0,0
415,125,SD,0.115326661,235.3,0,0
415,114.3,SD,0.115906274,190.3,0,0
510,94.2,SD,0.005110049,264.1,0,0
415,63.7,SD,0.345199145,195.8,0,0
415,0,SD,0.848097043,159.6,0,0
415,278.3,TN,4.370046680e-11,93.4,0,0
415,276.5,TN,1.000000000,195.6,0,0
415,272.5,TN,1.000000000,226.1,0,0
415,235.6,TN,2.220446049e-16,236.8,0,0
415,234.4,TN,8.397885484e-11,265.9,0,0
415,227.7,TN,2.220446049e-16,170,0,0
415,222.8,TN,2.273118253e-10,175.8,0,0
415,221,TN,2.220446049e-16,204.5,0,0
415,206.2,TN,2.220446049e-16,176.4,0,0
415,196.6,TN,2.220446049e-16,241.4,0,0
415,196.1,TN,2.220446049e-16,296.5,0,0
510,195.3,TN,4.061241914e-11,216.7,0,0
408,187.2,TN,2.143344585e-11,114.7,0,0
415,185.7,TN,2.220446049e-16,235.1,0,0
415,185,TN,2.220446049e-16,203.7,0,0
415,181.5,TN,2.220446049e-16,187,0,0
415,178.7,TN,2.220446049e-16,252.3,0,0
510,172,TN,2.220446049e-16,276.4,0,0
510,170.4,TN,2.220446049e-16,254.5,0,0
510,168.4,TN,8.781662147e-12,276,0,0
408,166,TN,2.143344585e-11,174.5,0,0
408,165.1,TN,2.143344585e-11,267,0,0
415,164.5,TN,2.220446049e-16,147.9,0,0
415,162.8,TN,2.220446049e-16,185,0,0
510,162.1,TN,1.000000000,171.8,0,0
510,161,TN,2.421693870e-11,244.9,0,0
415,160.9,TN,2.220446049e-16,251.2,0,0
415,149.7,TN,2.220446049e-16,182.2,0,0
510,149.3,TN,2.220446049e-16,200.2,0,0
408,147,TN,2.143344585e-11,162.3,0,0
415,141.9,TN,2.220446049e-16,228.9,0,0
415,141.3,TN,2.220446049e-16,253.6,0,0
415,133.1,TN,2.220446049e-16,206.5,0,0
510,126.3,TN,2.220446049e-16,141.6,0,0
415,125.3,TN,2.220446049e-16,167.6,0,0
510,119.3,TN,2.220446049e-16,185.1,0,0
415,119.2,TN,2.220446049e-16,228.4,0,0
510,103.1,TN,4.109714479e-11,275,0,0
408,101.4,TN,2.143344585e-11,249.1,0,0
415,77.6,TN,2.220446049e-16,207,0,0
510,326.5,TX,0.893904744,176.3,0,0
415,305.1,TX,0.704944353,188,0,0
408,302.7,TX,1.502975840e-10,240.5,0,0
408,286.4,TX,1.000000000,178.2,0,0
408,269.8,TX,1,228.8,0,0
415,263.1,TX,0.801181547,279.3,0,0
408,260.9,TX,2.220446049e-16,168.5,0,0
408,257.9,TX,2.220446049e-16,211.6,0,0
408,252,TX,1.224117883e-10,170.2,0,0
415,236.3,TX,0.470712034,195.9,0,0
415,232.8,TX,0.230041884,303.4,0,0
415,225.9,TX,0.492658249,299.1,0,0
415,224.4,TX,0.312386658,159.5,0,0
408,221.8,TX,4.441143635e-11,203.8,0,0
408,221.1,TX,2.220446049e-16,160.2,0,0
415,217.2,TX,0.399541563,303.4,0,0
510,210.6,TX,0.718936238,249.2,0,0
510,203.5,TX,0.392646144,200.3,0,0
415,203.4,TX,0.181427773,128.7,0,0
415,203.3,TX,0.376870053,259.9,0,0
408,200.3,TX,2.220446049e-16,201.2,0,0
510,196.4,TX,0.533118335,150.3,0,0
408,194.8,TX,6.237756049e-11,170.9,0,0
408,194.5,TX,2.220446049e-16,213.7,0,0
415,192,TX,0.210656050,239.1,0,0
415,190.9,TX,0.274047571,149.7,0,0
415,190.8,TX,0.066389973,261.3,0,0
415,189.2,TX,0.425612424,184.4,0,0
510,188.9,TX,0.651061402,203.9,0,0
415,187.9,TX,0.245347997,197,0,0
415,183.2,TX,0.250752366,209.4,0,0
415,182.1,TX,0.272459161,134.9,0,0
415,180.5,TX,0.085261316,134.7,0,0
510,178.9,TX,0.572420997,169.1,0,0
415,176.9,TX,0.173823778,90.7,0,0
408,176.4,TX,2.220446049e-16,158.8,0,0
510,172.9,TX,0.630607146,183,0,0
415,171.2,TX,0.206537755,145.7,0,0
415,169.1,TX,0.113834145,169.9,0,0
415,168,TX,0.126370162,192.4,0,0
415,161,TX,0.132092968,208,0,0
415,159.7,TX,0.084844296,216.7,0,0
408,156.7,TX,2.220446049e-16,236.5,0,0
415,155,TX,0.143378106,133.4,0,0
510,149,TX,0.351126415,49.2,0,0
510,144.2,TX,0.454027927,226.7,0,0
415,144,TX,0.055177196,135.8,0,0
415,143.7,TX,0.030663303,273,0,0
415,141.5,TX,0.020894758,263,0,0
510,139.8,TX,0.176251921,174.9,0,0
408,138.6,TX,2.220446049e-16,199,0,0
510,138.3,TX,0.323161903,236,0,0
415,130,TX,0.021362964,185.3,0,0
415,120.5,TX,0.013736878,189.7,0,0
415,119.7,TX,0.032846623,189.7,0,0
408,112.2,TX,2.220446049e-16,154.8,0,0
408,110.5,TX,2.220446049e-16,227.8,0,0
415,109.6,TX,0.035862561,137.6,0,0
510,92.8,TX,0.080217747,159.6,0,0
408,91.7,TX,2.220446049e-16,193.7,0,0
415,87.7,TX,0.008283543,278.2,0,0
510,81.9,TX,0.187256312,253.8,0,0
510,59.5,TX,0.035262779,257.2,0,0
415,285.7,UT,1,167.5,0,0
510,271.7,UT,2.330644824e-11,155.1,0,0
408,271.5,UT,2.220446049e-16,216.3,0,0
415,271.1,UT,1.000000000,237,0,0
408,263.4,UT,2.251610337e-11,235.5,0,0
415,261.8,UT,2.220446049e-16,220.6,0,0
415,258.8,UT,2.220446049e-16,129.5,0,0
510,243.5,UT,2.220446049e-16,236.8,0,0
415,236.5,UT,2.220446049e-16,117,0,0
415,232.9,UT,1.553619876e-09,152.1,0,0
510,230.6,UT,2.220446049e-16,189.1,0,0
415,230.6,UT,2.220446049e-16,224.1,0,0
408,229.8,UT,2.220446049e-16,147.9,0,0
510,219.9,UT,2.220446049e-16,222.1,0,0
415,215.5,UT,2.220446049e-16,241.8,0,0
415,213.9,UT,0.999999998,260.5,0,0
510,212.7,UT,2.220446049e-16,225.2,0,0
510,212.3,UT,2.220446049e-16,228.4,0,0
408,211.6,UT,2.220446049e-16,216.9,0,0
415,210.6,UT,2.220446049e-16,164.2,0,0
415,209.2,UT,2.220446049e-16,0,0,0
510,208.9,UT,2.220446049e-16,214.8,0,0
510,208.8,UT,2.366841383e-11,213.7,0,0
510,205.9,UT,2.220446049e-16,257.1,0,0
510,203,UT,2.220446049e-16,150.9,0,0
415,202.6,UT,2.220446049e-16,163,0,0
415,193.1,UT,2.220446049e-16,172.1,0,0
408,192.6,UT,1.362959132e-11,178.9,0,0
510,192.1,UT,2.613093649e-13,249.8,0,0
510,191.3,UT,2.220446049e-16,138.5,0,0
415,189.8,UT,2.220446049e-16,115.5,0,0
408,185,UT,2.220446049e-16,182.5,0,0
408,184.5,UT,2.220446049e-16,224,0,0
415,182.3,UT,2.220446049e-16,199.2,0,0
408,179.1,UT,2.220446049e-16,196.6,0,0
415,175.3,UT,1.057333454e-09,262.3,0,0
408,174,UT,1.000000000,209.4,0,0
415,166.5,UT,2.220446049e-16,183,0,0
415,165,UT,2.220446049e-16,249.7,0,0
415,164.9,UT,6.161242731e-11,210.4,0,0
408,163.7,UT,2.506127787e-11,113.2,0,0
415,160.2,UT,2.220446049e-16,267.5,0,0
415,157.9,UT,2.220446049e-16,259.6,0,0
510,155.2,UT,2.220446049e-16,235.3,0,0
510,154.5,UT,2.220446049e-16,216.2,0,0
415,149.4,UT,2.220446049e-16,131.8,0,0
415,146.3,UT,2.220446049e-16,171.8,0,0
408,145.8,UT,2.220446049e-16,192.2,0,0
510,145.3,UT,2.220446049e-16,303.8,0,0
415,130.1,UT,2.220446049e-16,196,0,0
415,129.9,UT,2.220446049e-16,230.1,0,0
415,128.2,UT,2.220446049e-16,171.7,0,0
510,123.8,UT,2.220446049e-16,319,0,0
415,118.2,UT,2.220446049e-16,167.2,0,0
415,118.1,UT,2.220446049e-16,109.6,0,0
415,115.8,UT,2.220446049e-16,243.3,0,0
408,112.8,UT,1.689097193e-11,243.9,0,0
510,95.5,UT,2.220446049e-16,163.7,0,0
415,89.7,UT,2.220446049e-16,179.8,0,0
510,87.2,UT,1.000000000,169.3,0,0
510,78.2,UT,4.663306772e-11,195.9,0,0
415,63.2,UT,2.220446049e-16,220.2,0,0
415,260.2,VA,2.220446049e-16,179.2,0,0
510,259.9,VA,5.227540579e-11,245,0,0
510,252.3,VA,1.000000000,207,0,0
415,251,VA,2.220446049e-16,91.2,0,0
408,239.9,VA,2.220446049e-16,253.8,0,0
415,235.6,VA,2.220446049e-16,194.8,0,0
415,235.2,VA,2.220446049e-16,220.6,0,0
415,224.7,VA,2.220446049e-16,192,0,0
415,223.2,VA,2.220446049e-16,216.5,0,0
415,222.8,VA,2.220446049e-16,203,0,0
408,222,VA,2.220446049e-16,187,0,0
415,217.1,VA,2.220446049e-16,241.5,0,0
415,216,VA,2.220446049e-16,153.7,0,0
408,211.2,VA,2.220446049e-16,231.1,0,0
415,209.9,VA,2.220446049e-16,249.8,0,0
510,205.6,VA,6.756153425e-13,169.5,0,0
415,205.5,VA,2.220446049e-16,298.5,0,0
415,205.4,VA,2.220446049e-16,134.9,0,0
408,204.6,VA,2.220446049e-16,205.2,0,0
415,202.9,VA,2.220446049e-16,178.6,0,0
408,200.2,VA,2.220446049e-16,244.4,0,0
408,199.2,VA,2.220446049e-16,126,0,0
408,198.8,VA,3.480894714e-10,238.6,0,0
408,198.5,VA,1.000000000,267.8,0,0
415,197,VA,2.220446049e-16,190.4,0,0
510,195.4,VA,4.982203054e-11,154.6,0,0
510,189.7,VA,2.220446049e-16,212.8,0,0
408,176.2,VA,2.220446049e-16,236,0,0
510,174.5,VA,2.220446049e-16,236.8,0,0
415,174.5,VA,2.220446049e-16,224.2,0,0
408,172.8,VA,2.220446049e-16,204.8,0,0
415,171.6,VA,2.220446049e-16,205,0,0
510,169.8,VA,2.803360979e-12,183.1,0,0
510,169.2,VA,2.220446049e-16,216.8,0,0
510,167.8,VA,2.230085525e-11,212.9,0,0
408,165.3,VA,2.220446049e-16,198.5,0,0
415,161.5,VA,2.220446049e-16,192.9,0,0
510,157.6,VA,2.253093577e-11,247,0,0
